file,species,segment,start_s,cluster
Nemobiussylvestris/Nemobiussylvestris_No_ID_20170828_205759.M.wav,Nemobiussylvestris,1,2.5,29
Nemobiussylvestris/Nemobiussylvestris_No_ID_20170828_205759.M.wav,Nemobiussylvestris,2,5.0,29
Nemobiussylvestris/Nemobiussylvestris_No_ID_20170828_205759.M.wav,Nemobiussylvestris,3,7.5,29
Nemobiussylvestris/Nemobiussylvestris_Take16.wav,Nemobiussylvestris,0,0.0,11
Nemobiussylvestris/Nemobiussylvestris_Take16.wav,Nemobiussylvestris,1,2.5,11
Nemobiussylvestris/Nemobiussylvestris_Take16.wav,Nemobiussylvestris,2,5.0,11
Nemobiussylvestris/Nemobiussylvestris_Take16.wav,Nemobiussylvestris,3,7.5,11
Nemobiussylvestris/Nemobiussylvestris_Take16.wav,Nemobiussylvestris,4,10.0,11
Nemobiussylvestris/Nemobiussylvestris_Take16.wav,Nemobiussylvestris,5,12.5,11
Nemobiussylvestris/Nemobiussylvestris_Take16.wav,Nemobiussylvestris,6,15.0,11
Nemobiussylvestris/Nemobiussylvestris_Take16.wav,Nemobiussylvestris,7,17.5,-1
Nemobiussylvestris/Nemobiussylvestris_Take16.wav,Nemobiussylvestris,8,20.0,16
Nemobiussylvestris/Nemobiussylvestris_Take16.wav,Nemobiussylvestris,9,22.5,15
Nemobiussylvestris/Nemobiussylvestris_Take16.wav,Nemobiussylvestris,10,25.0,16
Nemobiussylvestris/Nemobiussylvestris_Take16.wav,Nemobiussylvestris,11,27.5,16
Nemobiussylvestris/Nemobiussylvestris_Take16.wav,Nemobiussylvestris,12,30.0,11
Nemobiussylvestris/Nemobiussylvestris_Take16.wav,Nemobiussylvestris,13,32.5,11
Nemobiussylvestris/Nemobiussylvestris_Take16.wav,Nemobiussylvestris,14,35.0,11
Nemobiussylvestris/Nemobiussylvestris_Take16.wav,Nemobiussylvestris,15,37.5,36
Nemobiussylvestris/Nemobiussylvestris_Take16.wav,Nemobiussylvestris,16,40.0,27
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,0,0.0,11
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,1,2.5,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,2,5.0,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,3,7.5,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,4,10.0,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,5,12.5,15
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,6,15.0,15
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,7,17.5,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,8,20.0,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,9,22.5,11
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,10,25.0,11
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,11,27.5,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,12,30.0,15
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,13,32.5,15
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,14,35.0,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,15,37.5,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,16,40.0,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,17,42.5,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,18,45.0,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,19,47.5,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,20,50.0,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,21,52.5,15
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,22,55.0,15
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,23,57.5,15
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,24,60.0,15
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,25,62.5,15
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,26,65.0,15
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,27,67.5,15
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,28,70.0,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,29,72.5,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,30,75.0,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,31,77.5,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,32,80.0,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,33,82.5,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,34,85.0,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,35,87.5,15
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,36,90.0,15
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,37,92.5,16
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,38,95.0,19
Nemobiussylvestris/Nemobiussylvestris_Take17.wav,Nemobiussylvestris,39,97.5,27
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,0,0.0,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,1,2.5,21
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,2,5.0,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,3,7.5,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,4,10.0,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,5,12.5,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,6,15.0,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,7,17.5,-1
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,8,20.0,21
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,9,22.5,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,10,25.0,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,11,27.5,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,12,30.0,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,13,32.5,21
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,14,35.0,21
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,15,37.5,21
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,16,40.0,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,17,42.5,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,18,45.0,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,19,47.5,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,20,50.0,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,21,52.5,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,22,55.0,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,23,57.5,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,24,60.0,21
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,25,62.5,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,26,65.0,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,27,67.5,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,28,70.0,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,29,72.5,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,30,75.0,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,31,77.5,21
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,32,80.0,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,33,82.5,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,34,85.0,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,35,87.5,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,36,90.0,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,37,92.5,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,38,95.0,21
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,39,97.5,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,40,100.0,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,41,102.5,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,42,105.0,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,43,107.5,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,44,110.0,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,45,112.5,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,46,115.0,21
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,47,117.5,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,48,120.0,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,49,122.5,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,50,125.0,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,51,127.5,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,52,130.0,21
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,53,132.5,21
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,54,135.0,21
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,55,137.5,-1
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,56,140.0,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,57,142.5,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,58,145.0,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,59,147.5,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,60,150.0,20
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,61,152.5,21
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,62,155.0,21
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,63,157.5,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,64,160.0,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,65,162.5,8
Nemobiussylvestris/Nemobiussylvestris_Take20.wav,Nemobiussylvestris,66,165.0,36
Nemobiussylvestris/Nemobiussylvestris_Take21-1.wav,Nemobiussylvestris,0,0.0,19
Nemobiussylvestris/Nemobiussylvestris_Take21.wav,Nemobiussylvestris,0,0.0,21
Nemobiussylvestris/Nemobiussylvestris_Take21.wav,Nemobiussylvestris,1,2.5,21
Nemobiussylvestris/Nemobiussylvestris_Take21.wav,Nemobiussylvestris,2,5.0,20
Nemobiussylvestris/Nemobiussylvestris_Take21.wav,Nemobiussylvestris,3,7.5,20
Nemobiussylvestris/Nemobiussylvestris_Take21.wav,Nemobiussylvestris,4,10.0,20
Nemobiussylvestris/Nemobiussylvestris_Take21.wav,Nemobiussylvestris,5,12.5,20
Nemobiussylvestris/Nemobiussylvestris_Take21.wav,Nemobiussylvestris,6,15.0,20
Nemobiussylvestris/Nemobiussylvestris_Take21.wav,Nemobiussylvestris,7,17.5,20
Nemobiussylvestris/Nemobiussylvestris_Take21.wav,Nemobiussylvestris,8,20.0,20
Nemobiussylvestris/Nemobiussylvestris_Take21.wav,Nemobiussylvestris,9,22.5,-1
Nemobiussylvestris/Nemobiussylvestris_Take21.wav,Nemobiussylvestris,10,25.0,21
Nemobiussylvestris/Nemobiussylvestris_Take21.wav,Nemobiussylvestris,11,27.5,-1
Nemobiussylvestris/Nemobiussylvestris_Take21.wav,Nemobiussylvestris,12,30.0,-1
Nemobiussylvestris/Nemobiussylvestris_Take23.wav,Nemobiussylvestris,0,0.0,11
Nemobiussylvestris/Nemobiussylvestris_Take23.wav,Nemobiussylvestris,1,2.5,-1
Nemobiussylvestris/Nemobiussylvestris_Take23.wav,Nemobiussylvestris,2,5.0,7
Nemobiussylvestris/Nemobiussylvestris_Take23.wav,Nemobiussylvestris,3,7.5,7
Nemobiussylvestris/Nemobiussylvestris_Take23.wav,Nemobiussylvestris,4,10.0,7
Nemobiussylvestris/Nemobiussylvestris_Take23.wav,Nemobiussylvestris,5,12.5,7
Nemobiussylvestris/Nemobiussylvestris_Take23.wav,Nemobiussylvestris,6,15.0,7
Nemobiussylvestris/Nemobiussylvestris_Take23.wav,Nemobiussylvestris,7,17.5,7
Nemobiussylvestris/Nemobiussylvestris_Take23.wav,Nemobiussylvestris,8,20.0,-1
Nemobiussylvestris/Nemobiussylvestris_Take23.wav,Nemobiussylvestris,9,22.5,36
Nemobiussylvestris/Nemobiussylvestris_VOC_120808-0078.wav,Nemobiussylvestris,0,0.0,-1
Nemobiussylvestris/Nemobiussylvestris_dat004-031.M.wav,Nemobiussylvestris,0,0.0,11
Nemobiussylvestris/Nemobiussylvestris_dat004-031.M.wav,Nemobiussylvestris,1,2.5,-1
Nemobiussylvestris/Nemobiussylvestris_dat004-031.M.wav,Nemobiussylvestris,2,5.0,19
Nemobiussylvestris/Nemobiussylvestris_dat004-031.M.wav,Nemobiussylvestris,3,7.5,31
Nemobiussylvestris/Nemobiussylvestris_dat004-037.M.wav,Nemobiussylvestris,0,0.0,-1
Nemobiussylvestris/Nemobiussylvestris_dat004-037.M.wav,Nemobiussylvestris,1,2.5,19
Nemobiussylvestris/Nemobiussylvestris_dat016-020.wav,Nemobiussylvestris,0,0.0,19
Nemobiussylvestris/Nemobiussylvestris_dat016-020.wav,Nemobiussylvestris,1,2.5,19
Nemobiussylvestris/Nemobiussylvestris_dat017-001.wav,Nemobiussylvestris,0,0.0,6
Nemobiussylvestris/Nemobiussylvestris_dat017-001.wav,Nemobiussylvestris,1,2.5,6
Nemobiussylvestris/Nemobiussylvestris_dat017-001.wav,Nemobiussylvestris,2,5.0,6
Nemobiussylvestris/Nemobiussylvestris_dat017-001.wav,Nemobiussylvestris,3,7.5,6
Nemobiussylvestris/Nemobiussylvestris_dat017-001.wav,Nemobiussylvestris,4,10.0,6
Nemobiussylvestris/Nemobiussylvestris_dat017-001.wav,Nemobiussylvestris,5,12.5,6
Nemobiussylvestris/Nemobiussylvestris_dat017-001.wav,Nemobiussylvestris,6,15.0,6
Nemobiussylvestris/Nemobiussylvestris_dat017-001.wav,Nemobiussylvestris,7,17.5,6
Nemobiussylvestris/Nemobiussylvestris_dat017-001.wav,Nemobiussylvestris,8,20.0,6
Nemobiussylvestris/Nemobiussylvestris_dat017-001.wav,Nemobiussylvestris,9,22.5,6
Nemobiussylvestris/Nemobiussylvestris_dat017-001.wav,Nemobiussylvestris,10,25.0,6
Nemobiussylvestris/Nemobiussylvestris_dat017-001.wav,Nemobiussylvestris,11,27.5,19
Nemobiussylvestris/Nemobiussylvestris_dat017-001.wav,Nemobiussylvestris,12,30.0,-1
Nemobiussylvestris/Nemobiussylvestris_dat044-015.wav,Nemobiussylvestris,0,0.0,14
Nemobiussylvestris/Nemobiussylvestris_dat044-015.wav,Nemobiussylvestris,1,2.5,14
Nemobiussylvestris/Nemobiussylvestris_dat044-015.wav,Nemobiussylvestris,2,5.0,14
Nemobiussylvestris/Nemobiussylvestris_dat044-015.wav,Nemobiussylvestris,3,7.5,14
Nemobiussylvestris/Nemobiussylvestris_dat044-015.wav,Nemobiussylvestris,4,10.0,36
Nemobiussylvestris/Nemobiussylvestris_dat044-015.wav,Nemobiussylvestris,5,12.5,27
Nemobiussylvestris/Nemobiussylvestris_dat145-001.wav,Nemobiussylvestris,0,0.0,-1
Nemobiussylvestris/Nemobiussylvestris_dat145-001.wav,Nemobiussylvestris,1,2.5,12
Nemobiussylvestris/Nemobiussylvestris_dat145-001.wav,Nemobiussylvestris,2,5.0,12
Nemobiussylvestris/Nemobiussylvestris_dat145-001.wav,Nemobiussylvestris,3,7.5,12
Nemobiussylvestris/Nemobiussylvestris_dat145-001.wav,Nemobiussylvestris,4,10.0,12
Nemobiussylvestris/Nemobiussylvestris_dat145-001.wav,Nemobiussylvestris,5,12.5,12
Nemobiussylvestris/Nemobiussylvestris_dat145-001.wav,Nemobiussylvestris,6,15.0,12
Nemobiussylvestris/Nemobiussylvestris_dat145-001.wav,Nemobiussylvestris,7,17.5,12
Nemobiussylvestris/Nemobiussylvestris_dat145-001.wav,Nemobiussylvestris,8,20.0,12
Nemobiussylvestris/Nemobiussylvestris_dat145-001.wav,Nemobiussylvestris,9,22.5,12
Nemobiussylvestris/Nemobiussylvestris_dat145-001.wav,Nemobiussylvestris,10,25.0,12
Nemobiussylvestris/Nemobiussylvestris_dat145-001.wav,Nemobiussylvestris,11,27.5,12
Nemobiussylvestris/Nemobiussylvestris_dat145-001.wav,Nemobiussylvestris,12,30.0,12
Nemobiussylvestris/Nemobiussylvestris_dat145-001.wav,Nemobiussylvestris,13,32.5,12
Nemobiussylvestris/Nemobiussylvestris_dat145-001.wav,Nemobiussylvestris,14,35.0,-1
Nemobiussylvestris/Nemobiussylvestris_dat145-001.wav,Nemobiussylvestris,15,37.5,-1
Oecanthuspellucens/Oecanthuspellucens_Take03.M.wav,Oecanthuspellucens,0,0.0,12
Oecanthuspellucens/Oecanthuspellucens_Take03.M.wav,Oecanthuspellucens,1,2.5,12
Oecanthuspellucens/Oecanthuspellucens_Take03.M.wav,Oecanthuspellucens,2,5.0,12
Oecanthuspellucens/Oecanthuspellucens_Take03.M.wav,Oecanthuspellucens,3,7.5,12
Oecanthuspellucens/Oecanthuspellucens_Take03.M.wav,Oecanthuspellucens,4,10.0,12
Oecanthuspellucens/Oecanthuspellucens_Take03.M.wav,Oecanthuspellucens,5,12.5,12
Oecanthuspellucens/Oecanthuspellucens_Take03.M.wav,Oecanthuspellucens,6,15.0,12
Oecanthuspellucens/Oecanthuspellucens_Take03.M.wav,Oecanthuspellucens,7,17.5,12
Oecanthuspellucens/Oecanthuspellucens_Take03.M.wav,Oecanthuspellucens,8,20.0,19
Oecanthuspellucens/Oecanthuspellucens_Take05.wav,Oecanthuspellucens,0,0.0,5
Oecanthuspellucens/Oecanthuspellucens_Take05.wav,Oecanthuspellucens,1,2.5,5
Oecanthuspellucens/Oecanthuspellucens_Take05.wav,Oecanthuspellucens,2,5.0,5
Oecanthuspellucens/Oecanthuspellucens_Take05.wav,Oecanthuspellucens,3,7.5,5
Oecanthuspellucens/Oecanthuspellucens_Take05.wav,Oecanthuspellucens,4,10.0,5
Oecanthuspellucens/Oecanthuspellucens_Take05.wav,Oecanthuspellucens,5,12.5,5
Oecanthuspellucens/Oecanthuspellucens_Take05.wav,Oecanthuspellucens,6,15.0,10
Oecanthuspellucens/Oecanthuspellucens_Take05.wav,Oecanthuspellucens,7,17.5,27
Oecanthuspellucens/Oecanthuspellucens_Take38.M.wav,Oecanthuspellucens,0,0.0,4
Oecanthuspellucens/Oecanthuspellucens_Take38.M.wav,Oecanthuspellucens,1,2.5,4
Oecanthuspellucens/Oecanthuspellucens_Take38.M.wav,Oecanthuspellucens,2,5.0,4
Oecanthuspellucens/Oecanthuspellucens_Take38.M.wav,Oecanthuspellucens,3,7.5,4
Oecanthuspellucens/Oecanthuspellucens_Take38.M.wav,Oecanthuspellucens,4,10.0,4
Oecanthuspellucens/Oecanthuspellucens_Take38.M.wav,Oecanthuspellucens,5,12.5,4
Oecanthuspellucens/Oecanthuspellucens_Take38.M.wav,Oecanthuspellucens,6,15.0,4
Oecanthuspellucens/Oecanthuspellucens_Take38.M.wav,Oecanthuspellucens,7,17.5,4
Oecanthuspellucens/Oecanthuspellucens_Take38.M.wav,Oecanthuspellucens,8,20.0,4
Oecanthuspellucens/Oecanthuspellucens_Take38.M.wav,Oecanthuspellucens,9,22.5,4
Oecanthuspellucens/Oecanthuspellucens_Take38.M.wav,Oecanthuspellucens,10,25.0,4
Oecanthuspellucens/Oecanthuspellucens_Take38.M.wav,Oecanthuspellucens,11,27.5,10
Oecanthuspellucens/Oecanthuspellucens_Take39.M.wav,Oecanthuspellucens,0,0.0,5
Oecanthuspellucens/Oecanthuspellucens_Take39.M.wav,Oecanthuspellucens,1,2.5,5
Oecanthuspellucens/Oecanthuspellucens_Take39.M.wav,Oecanthuspellucens,2,5.0,5
Oecanthuspellucens/Oecanthuspellucens_Take39.M.wav,Oecanthuspellucens,3,7.5,5
Oecanthuspellucens/Oecanthuspellucens_Take39.M.wav,Oecanthuspellucens,4,10.0,5
Oecanthuspellucens/Oecanthuspellucens_Take39.M.wav,Oecanthuspellucens,5,12.5,10
Oecanthuspellucens/Oecanthuspellucens_Take40.M.wav,Oecanthuspellucens,0,0.0,5
Oecanthuspellucens/Oecanthuspellucens_Take40.M.wav,Oecanthuspellucens,1,2.5,5
Oecanthuspellucens/Oecanthuspellucens_Take40.M.wav,Oecanthuspellucens,2,5.0,5
Oecanthuspellucens/Oecanthuspellucens_Take40.M.wav,Oecanthuspellucens,3,7.5,5
Oecanthuspellucens/Oecanthuspellucens_Take40.M.wav,Oecanthuspellucens,4,10.0,5
Oecanthuspellucens/Oecanthuspellucens_Take40.M.wav,Oecanthuspellucens,5,12.5,5
Oecanthuspellucens/Oecanthuspellucens_Take40.M.wav,Oecanthuspellucens,6,15.0,5
Oecanthuspellucens/Oecanthuspellucens_Take40.M.wav,Oecanthuspellucens,7,17.5,10
Oecanthuspellucens/Oecanthuspellucens_Take47.M.wav,Oecanthuspellucens,0,0.0,-1
Oecanthuspellucens/Oecanthuspellucens_Take47.M.wav,Oecanthuspellucens,1,2.5,-1
Oecanthuspellucens/Oecanthuspellucens_Take47.M.wav,Oecanthuspellucens,2,5.0,-1
Oecanthuspellucens/Oecanthuspellucens_Take47.M.wav,Oecanthuspellucens,3,7.5,-1
Oecanthuspellucens/Oecanthuspellucens_Take47.M.wav,Oecanthuspellucens,4,10.0,-1
Oecanthuspellucens/Oecanthuspellucens_Take47.M.wav,Oecanthuspellucens,5,12.5,-1
Oecanthuspellucens/Oecanthuspellucens_Take47.M.wav,Oecanthuspellucens,6,15.0,27
Oecanthuspellucens/Oecanthuspellucens_Take73.M.wav,Oecanthuspellucens,0,0.0,5
Oecanthuspellucens/Oecanthuspellucens_Take73.M.wav,Oecanthuspellucens,1,2.5,5
Oecanthuspellucens/Oecanthuspellucens_Take73.M.wav,Oecanthuspellucens,2,5.0,5
Oecanthuspellucens/Oecanthuspellucens_Take73.M.wav,Oecanthuspellucens,3,7.5,10
Oecanthuspellucens/Oecanthuspellucens_dat026-008.M.wav,Oecanthuspellucens,0,0.0,3
Oecanthuspellucens/Oecanthuspellucens_dat026-008.M.wav,Oecanthuspellucens,1,2.5,3
Oecanthuspellucens/Oecanthuspellucens_dat026-008.M.wav,Oecanthuspellucens,2,5.0,3
Oecanthuspellucens/Oecanthuspellucens_dat026-008.M.wav,Oecanthuspellucens,3,7.5,3
Oecanthuspellucens/Oecanthuspellucens_dat026-008.M.wav,Oecanthuspellucens,4,10.0,3
Oecanthuspellucens/Oecanthuspellucens_dat026-008.M.wav,Oecanthuspellucens,5,12.5,10
Oecanthuspellucens/Oecanthuspellucens_dat116-008.M.wav,Oecanthuspellucens,0,0.0,3
Oecanthuspellucens/Oecanthuspellucens_dat116-008.M.wav,Oecanthuspellucens,1,2.5,3
Oecanthuspellucens/Oecanthuspellucens_dat116-008.M.wav,Oecanthuspellucens,2,5.0,3
Oecanthuspellucens/Oecanthuspellucens_dat116-008.M.wav,Oecanthuspellucens,3,7.5,3
Oecanthuspellucens/Oecanthuspellucens_dat116-008.M.wav,Oecanthuspellucens,4,10.0,3
Oecanthuspellucens/Oecanthuspellucens_dat116-008.M.wav,Oecanthuspellucens,5,12.5,3
Oecanthuspellucens/Oecanthuspellucens_dat116-008.M.wav,Oecanthuspellucens,6,15.0,3
Oecanthuspellucens/Oecanthuspellucens_dat116-008.M.wav,Oecanthuspellucens,7,17.5,3
Oecanthuspellucens/Oecanthuspellucens_dat116-008.M.wav,Oecanthuspellucens,8,20.0,10
Oecanthuspellucens/Oecanthuspellucens_dat168-015.wav,Oecanthuspellucens,0,0.0,-1
Oecanthuspellucens/Oecanthuspellucens_dat168-015.wav,Oecanthuspellucens,1,2.5,-1
Oecanthuspellucens/Oecanthuspellucens_dat168-015.wav,Oecanthuspellucens,2,5.0,-1
Oecanthuspellucens/Oecanthuspellucens_dat168-015.wav,Oecanthuspellucens,3,7.5,-1
Oecanthuspellucens/Oecanthuspellucens_dat168-015.wav,Oecanthuspellucens,4,10.0,-1
Oecanthuspellucens/Oecanthuspellucens_dat168-015.wav,Oecanthuspellucens,5,12.5,-1
Oecanthuspellucens/Oecanthuspellucens_dat168-015.wav,Oecanthuspellucens,6,15.0,-1
Oecanthuspellucens/Oecanthuspellucens_dat168-015.wav,Oecanthuspellucens,7,17.5,-1
Oecanthuspellucens/Oecanthuspellucens_dat168-015.wav,Oecanthuspellucens,8,20.0,-1
Oecanthuspellucens/Oecanthuspellucens_dat168-015.wav,Oecanthuspellucens,9,22.5,10
Oecanthuspellucens/Oecanthuspellucens_dat174-004.wav,Oecanthuspellucens,0,0.0,1
Oecanthuspellucens/Oecanthuspellucens_dat174-004.wav,Oecanthuspellucens,1,2.5,1
Oecanthuspellucens/Oecanthuspellucens_dat174-004.wav,Oecanthuspellucens,2,5.0,1
Oecanthuspellucens/Oecanthuspellucens_dat174-004.wav,Oecanthuspellucens,3,7.5,1
Oecanthuspellucens/Oecanthuspellucens_dat174-004.wav,Oecanthuspellucens,4,10.0,1
Oecanthuspellucens/Oecanthuspellucens_dat174-004.wav,Oecanthuspellucens,5,12.5,1
Oecanthuspellucens/Oecanthuspellucens_dat174-004.wav,Oecanthuspellucens,6,15.0,10
Oecanthuspellucens/Oecanthuspellucens_dat174-005.wav,Oecanthuspellucens,0,0.0,1
Oecanthuspellucens/Oecanthuspellucens_dat174-005.wav,Oecanthuspellucens,1,2.5,1
